2021-11-05 13:18:10
2021-11-05 18:42:16

step :5000 |ssim:0.5703| psnr:18.9811
step :245000 |ssim:0.9295| psnr:30.1855psnr:30.4897 |ssim:0.9752psnr:28.2623 |ssim:0.8861psnr:31.5401 |ssim:0.9203
step :250000 |ssim:0.9272| psnr:30.0974psnr:30.8209 |ssim:0.9771psnr:28.3700 |ssim:0.8885psnr:32.1150 |ssim:0.9277
step :255000 |ssim:0.9311| psnr:30.4353
 model saved at step :255000| max_psnr:30.4353|max_ssim:0.9311psnr:nan |ssim:nanpsnr:nan |ssim:nanpsnr:nan |ssim:nan
step :260000 |ssim:nan| psnr:nanpsnr:nan |ssim:nanpsnr:nan |ssim:nanpsnr:nan |ssim:nan
step :265000 |ssim:nan| psnr:nanpsnr:nan |ssim:nanpsnr:nan |ssim:nanpsnr:nan |ssim:nan
step :270000 |ssim:nan| psnr:nanpsnr:nan |ssim:nanpsnr:nan |ssim:nanpsnr:nan |ssim:nan
step :275000 |ssim:nan| psnr:nanpsnr:nan |ssim:nanpsnr:nan |ssim:nanpsnr:nan |ssim:nan
step :280000 |ssim:nan| psnr:nanpsnr:nan |ssim:nanpsnr:nan |ssim:nanpsnr:nan |ssim:nan
step :285000 |ssim:nan| psnr:nanpsnr:nan |ssim:nanpsnr:nan |ssim:nanpsnr:nan |ssim:nan
step :290000 |ssim:nan| psnr:nanpsnr:nan |ssim:nanpsnr:nan |ssim:nanpsnr:nan |ssim:nan
step :295000 |ssim:nan| psnr:nanpsnr:nan |ssim:nanpsnr:nan |ssim:nanpsnr:nan |ssim:nan
step :300000 |ssim:nan| psnr:nanpsnr:nan |ssim:nanpsnr:nan |ssim:nan2023-02-18 12:52:58
psnr:30.7110 |ssim:0.9764psnr:28.2914 |ssim:0.8867psnr:32.0931 |ssim:0.9280
step :260000 |ssim:0.9304| psnr:30.3652psnr:30.3228 |ssim:0.9748psnr:28.2816 |ssim:0.8869psnr:32.1371 |ssim:0.9281
step :265000 |ssim:0.9299| psnr:30.2472psnr:30.6315 |ssim:0.9762psnr:28.4447 |ssim:0.8888psnr:32.0800 |ssim:0.9285
step :270000 |ssim:0.9312| psnr:30.3854psnr:30.9429 |ssim:0.9766psnr:28.4128 |ssim:0.8884psnr:32.2616 |ssim:0.9296
step :275000 |ssim:0.9315| psnr:30.5391
 model saved at step :275000| max_psnr:30.5391|max_ssim:0.9315psnr:30.5857 |ssim:0.9755psnr:28.3238 |ssim:0.8853psnr:32.1519 |ssim:0.9277
step :280000 |ssim:0.9295| psnr:30.3538psnr:30.7022 |ssim:0.9765psnr:28.4522 |ssim:0.8890psnr:32.1916 |ssim:0.9298
step :285000 |ssim:0.9318| psnr:30.4487psnr:30.4336 |ssim:0.9746psnr:28.4718 |ssim:0.8891psnr:31.9924 |ssim:0.9251
step :290000 |ssim:0.9296| psnr:30.2993psnr:30.6512 |ssim:0.9765psnr:28.4392 |ssim:0.8887psnr:32.1392 |ssim:0.9284
step :295000 |ssim:0.9312| psnr:30.4098psnr:30.3247 |ssim:0.9749psnr:28.4468 |ssim:0.8877psnr:31.7378 |ssim:0.9245
step :300000 |ssim:0.9290| psnr:30.1698psnr:30.7029 |ssim:0.9762psnr:28.3565 |ssim:0.8877psnr:32.1686 |ssim:0.9291
step :305000 |ssim:0.9310| psnr:30.4093psnr:30.8482 |ssim:0.9764psnr:28.4742 |ssim:0.8894psnr:32.1151 |ssim:0.9291
step :310000 |ssim:0.9316| psnr:30.4792psnr:30.7041 |ssim:0.9762psnr:28.4166 |ssim:0.8883psnr:32.1671 |ssim:0.9286
step :315000 |ssim:0.9310| psnr:30.4293psnr:30.4288 |ssim:0.9750psnr:28.4077 |ssim:0.8877psnr:32.0745 |ssim:0.9273
step :320000 |ssim:0.9300| psnr:30.3037psnr:30.7987 |ssim:0.9768psnr:28.3715 |ssim:0.8876psnr:32.0939 |ssim:0.9287
step :325000 |ssim:0.9310| psnr:30.4214psnr:30.7205 |ssim:0.9765psnr:28.4726 |ssim:0.8894psnr:32.3159 |ssim:0.9307
step :330000 |ssim:0.9322| psnr:30.5030psnr:30.7490 |ssim:0.9771psnr:28.3815 |ssim:0.8887psnr:32.3654 |ssim:0.9305
step :335000 |ssim:0.9321| psnr:30.4986psnr:30.8324 |ssim:0.9773psnr:28.4857 |ssim:0.8896psnr:32.2565 |ssim:0.9305
step :340000 |ssim:0.9325| psnr:30.5249psnr:30.8531 |ssim:0.9771psnr:28.4919 |ssim:0.8895psnr:32.4151 |ssim:0.9316
step :345000 |ssim:0.9327| psnr:30.5867
 model saved at step :345000| max_psnr:30.5867|max_ssim:0.9327psnr:30.8620 |ssim:0.9766psnr:28.4488 |ssim:0.8887psnr:32.2758 |ssim:0.9315
step :350000 |ssim:0.9323| psnr:30.5289psnr:30.8785 |ssim:0.9774psnr:28.4303 |ssim:0.8884psnr:32.3207 |ssim:0.9310
step :355000 |ssim:0.9323| psnr:30.5432psnr:30.8744 |ssim:0.9772psnr:28.4857 |ssim:0.8894psnr:32.4314 |ssim:0.9312
step :360000 |ssim:0.9326| psnr:30.5972psnr:30.8032 |ssim:0.9765psnr:28.4622 |ssim:0.8890psnr:32.1276 |ssim:0.9280
step :365000 |ssim:0.9312| psnr:30.4643psnr:31.0281 |ssim:0.9782psnr:28.4546 |ssim:0.8892psnr:32.3779 |ssim:0.9314
step :370000 |ssim:0.9329| psnr:30.6202
 model saved at step :370000| max_psnr:30.6202|max_ssim:0.9329psnr:30.9617 |ssim:0.9776psnr:28.4802 |ssim:0.8896psnr:32.3895 |ssim:0.9318
step :375000 |ssim:0.9330| psnr:30.6105psnr:30.8735 |ssim:0.9765psnr:28.5071 |ssim:0.8899psnr:32.4667 |ssim:0.9315
step :380000 |ssim:0.9326| psnr:30.6158psnr:30.9081 |ssim:0.9768psnr:28.5060 |ssim:0.8897psnr:32.4475 |ssim:0.9322
step :385000 |ssim:0.9329| psnr:30.6205psnr:30.8822 |ssim:0.9769psnr:28.5073 |ssim:0.8899psnr:32.4447 |ssim:0.9318
step :390000 |ssim:0.9329| psnr:30.6114psnr:30.8244 |ssim:0.9763psnr:28.4942 |ssim:0.8896psnr:32.3516 |ssim:0.9297
step :395000 |ssim:0.9319| psnr:30.5568psnr:30.9993 |ssim:0.9774psnr:28.5204 |ssim:0.8900psnr:32.3537 |ssim:0.9320
step :400000 |ssim:0.9332| psnr:30.6245
 model saved at step :400000| max_psnr:30.6245|max_ssim:0.9332psnr:30.9490 |ssim:0.9770psnr:28.5084 |ssim:0.8899psnr:32.4721 |ssim:0.9317
step :405000 |ssim:0.9328| psnr:30.6431psnr:30.8587 |ssim:0.9768psnr:28.4771 |ssim:0.8893psnr:32.3437 |ssim:0.9302
step :410000 |ssim:0.9321| psnr:30.5598psnr:31.0166 |ssim:0.9777psnr:28.5203 |ssim:0.8901psnr:32.4800 |ssim:0.9324
step :415000 |ssim:0.9334| psnr:30.6723
 model saved at step :415000| max_psnr:30.6723|max_ssim:0.9334psnr:30.9508 |ssim:0.9771psnr:28.5167 |ssim:0.8900psnr:32.5380 |ssim:0.9324
step :420000 |ssim:0.9332| psnr:30.6685psnr:30.9842 |ssim:0.9775psnr:28.5103 |ssim:0.8899psnr:32.4260 |ssim:0.9317
step :425000 |ssim:0.9330| psnr:30.6402psnr:30.9743 |ssim:0.9771psnr:28.5203 |ssim:0.8900psnr:32.4181 |ssim:0.9316
step :430000 |ssim:0.9329| psnr:30.6376psnr:31.0036 |ssim:0.9774psnr:28.5197 |ssim:0.8900psnr:32.4895 |ssim:0.9323
step :435000 |ssim:0.9332| psnr:30.6709psnr:30.9967 |ssim:0.9772psnr:28.5253 |ssim:0.8902psnr:32.5051 |ssim:0.9326
step :440000 |ssim:0.9334| psnr:30.6757psnr:31.0440 |ssim:0.9776psnr:28.5214 |ssim:0.8902psnr:32.5042 |ssim:0.9325
step :445000 |ssim:0.9334| psnr:30.6899
 model saved at step :445000| max_psnr:30.6899|max_ssim:0.9334psnr:31.0227 |ssim:0.9775psnr:28.5263 |ssim:0.8902psnr:32.5226 |ssim:0.9325
step :450000 |ssim:0.9334| psnr:30.6905psnr:30.9938 |ssim:0.9773psnr:28.5201 |ssim:0.8900psnr:32.5198 |ssim:0.9324
step :455000 |ssim:0.9332| psnr:30.6779psnr:31.0191 |ssim:0.9775psnr:28.5192 |ssim:0.8901psnr:32.4607 |ssim:0.9323
step :460000 |ssim:0.9333| psnr:30.6663psnr:31.0249 |ssim:0.9775psnr:28.5173 |ssim:0.8900psnr:32.5085 |ssim:0.9325
step :465000 |ssim:0.9333| psnr:30.6836psnr:31.0369 |ssim:0.9776psnr:28.5188 |ssim:0.8900psnr:32.5298 |ssim:0.9327
step :470000 |ssim:0.9334| psnr:30.6952
 model saved at step :470000| max_psnr:30.6952|max_ssim:0.9334psnr:31.0170 |ssim:0.9774psnr:28.5234 |ssim:0.8901psnr:32.5164 |ssim:0.9325
step :475000 |ssim:0.9333| psnr:30.6856psnr:31.0271 |ssim:0.9775psnr:28.5239 |ssim:0.8901psnr:32.5363 |ssim:0.9328
step :480000 |ssim:0.9335| psnr:30.6958
 model saved at step :480000| max_psnr:30.6958|max_ssim:0.9335psnr:31.0326 |ssim:0.9775psnr:28.5212 |ssim:0.8901psnr:32.5242 |ssim:0.9327
step :485000 |ssim:0.9334| psnr:30.6927psnr:31.0252 |ssim:0.9775psnr:28.5213 |ssim:0.8901psnr:32.5402 |ssim:0.9328
step :490000 |ssim:0.9335| psnr:30.6956psnr:31.0259 |ssim:0.9775psnr:28.5214 |ssim:0.8901psnr:32.5378 |ssim:0.9327
step :495000 |ssim:0.9334| psnr:30.6950psnr:31.0268 |ssim:0.9775psnr:28.5210 |ssim:0.8901psnr:32.5356 |ssim:0.9327
step :500000 |ssim:0.9334| psnr:30.69452023-02-22 03:25:592023-02-22 14:58:58
2023-02-22 15:14:32
psnr:30.7171 |ssim:0.9745psnr:27.0409 |ssim:0.8624psnr:26.9397 |ssim:0.8706
step :5000 |ssim:0.9025| psnr:28.2326
 model saved at step :5000| max_psnr:28.2326|max_ssim:0.9025psnr:30.4538 |ssim:0.9746psnr:27.5361 |ssim:0.8549psnr:28.2240 |ssim:0.8757
step :10000 |ssim:0.9017| psnr:28.7379psnr:30.8482 |ssim:0.9752psnr:27.7269 |ssim:0.8660psnr:29.4688 |ssim:0.8926
step :15000 |ssim:0.9113| psnr:29.3480
 model saved at step :15000| max_psnr:29.3480|max_ssim:0.9113psnr:29.2750 |ssim:0.9674psnr:27.1266 |ssim:0.8652psnr:26.5319 |ssim:0.8665
step :20000 |ssim:0.8997| psnr:27.6445psnr:30.5416 |ssim:0.9743psnr:27.8613 |ssim:0.8772psnr:29.3400 |ssim:0.8939
step :25000 |ssim:0.9151| psnr:29.24762023-02-23 00:49:00
2023-02-23 00:50:24
2023-02-23 00:51:37
psnr:28.3278 |ssim:0.9608psnr:24.4209 |ssim:0.7765
step :5000 |ssim:0.8687| psnr:26.3743
 model saved at step :5000| max_psnr:26.3743|max_ssim:0.8687psnr:29.7252 |ssim:0.9701psnr:25.6196 |ssim:0.8199
step :10000 |ssim:0.8950| psnr:27.6724
 model saved at step :10000| max_psnr:27.6724|max_ssim:0.8950psnr:28.2969 |ssim:0.9668psnr:26.1903 |ssim:0.8349
step :15000 |ssim:0.9009| psnr:27.2436psnr:28.8052 |ssim:0.9651psnr:26.4654 |ssim:0.8417
step :20000 |ssim:0.9034| psnr:27.6353psnr:28.6766 |ssim:0.9654psnr:25.9346 |ssim:0.8344
step :25000 |ssim:0.8999| psnr:27.3056psnr:28.8944 |ssim:0.9699psnr:26.6583 |ssim:0.8514
step :30000 |ssim:0.9106| psnr:27.7763
 model saved at step :30000| max_psnr:27.7763|max_ssim:0.9106psnr:29.2547 |ssim:0.9687psnr:26.4372 |ssim:0.8420
step :35000 |ssim:0.9053| psnr:27.8459psnr:28.5137 |ssim:0.9646psnr:27.4190 |ssim:0.8629
step :40000 |ssim:0.9138| psnr:27.9663
 model saved at step :40000| max_psnr:27.9663|max_ssim:0.9138psnr:28.5255 |ssim:0.9658psnr:27.4816 |ssim:0.8655
step :45000 |ssim:0.9156| psnr:28.0036
 model saved at step :45000| max_psnr:28.0036|max_ssim:0.9156psnr:28.4058 |ssim:0.9639psnr:27.2359 |ssim:0.8637
step :50000 |ssim:0.9138| psnr:27.8209psnr:28.8810 |ssim:0.9666psnr:27.4560 |ssim:0.8658
step :55000 |ssim:0.9162| psnr:28.1685
 model saved at step :55000| max_psnr:28.1685|max_ssim:0.9162psnr:28.3605 |ssim:0.9661psnr:27.3302 |ssim:0.8606
step :60000 |ssim:0.9133| psnr:27.8454psnr:28.5356 |ssim:0.9628psnr:27.5684 |ssim:0.8699
step :65000 |ssim:0.9164| psnr:28.0520psnr:29.7980 |ssim:0.9712psnr:27.7929 |ssim:0.8732
step :70000 |ssim:0.9222| psnr:28.7954
 model saved at step :70000| max_psnr:28.7954|max_ssim:0.9222psnr:28.6685 |ssim:0.9644psnr:26.8181 |ssim:0.8503
step :75000 |ssim:0.9073| psnr:27.7433psnr:28.6419 |ssim:0.9679psnr:27.9458 |ssim:0.8744
step :80000 |ssim:0.9211| psnr:28.2939psnr:29.3993 |ssim:0.9709psnr:27.5788 |ssim:0.8672
step :85000 |ssim:0.9191| psnr:28.4890psnr:29.1141 |ssim:0.9696psnr:27.9064 |ssim:0.8765
step :90000 |ssim:0.9230| psnr:28.5102psnr:29.4107 |ssim:0.9707psnr:28.0069 |ssim:0.8760
step :95000 |ssim:0.9233| psnr:28.7088psnr:28.4570 |ssim:0.9653psnr:27.9843 |ssim:0.8800
step :100000 |ssim:0.9227| psnr:28.2207psnr:28.3778 |ssim:0.9654psnr:28.0770 |ssim:0.8767
step :105000 |ssim:0.9210| psnr:28.2274psnr:28.4311 |ssim:0.9665psnr:28.2674 |ssim:0.8833
step :110000 |ssim:0.9249| psnr:28.3493psnr:28.2539 |ssim:0.9664psnr:27.9044 |ssim:0.8763
step :115000 |ssim:0.9214| psnr:28.0791psnr:28.9768 |ssim:0.9696psnr:28.3433 |ssim:0.8836
step :120000 |ssim:0.9266| psnr:28.6600psnr:28.7111 |ssim:0.9657psnr:28.4313 |ssim:0.8860
step :125000 |ssim:0.9259| psnr:28.5712psnr:28.2721 |ssim:0.9670psnr:27.9659 |ssim:0.8782
step :130000 |ssim:0.9226| psnr:28.1190psnr:28.6652 |ssim:0.9646psnr:28.1838 |ssim:0.8814
step :135000 |ssim:0.9230| psnr:28.4245psnr:28.7768 |ssim:0.9677psnr:28.5683 |ssim:0.8870
step :140000 |ssim:0.9274| psnr:28.6726psnr:29.0138 |ssim:0.9696psnr:28.4254 |ssim:0.8881
step :145000 |ssim:0.9288| psnr:28.7196psnr:29.1401 |ssim:0.9697psnr:28.2927 |ssim:0.8845
step :150000 |ssim:0.9271| psnr:28.7164psnr:29.2755 |ssim:0.9698psnr:28.3800 |ssim:0.8855
step :155000 |ssim:0.9277| psnr:28.8277
 model saved at step :155000| max_psnr:28.8277|max_ssim:0.9277psnr:28.6265 |ssim:0.9674psnr:28.5820 |ssim:0.8887
step :160000 |ssim:0.9281| psnr:28.6043psnr:29.0245 |ssim:0.9694psnr:28.5567 |ssim:0.8892
step :165000 |ssim:0.9293| psnr:28.7906psnr:28.8485 |ssim:0.9684psnr:28.4604 |ssim:0.8852
step :170000 |ssim:0.9268| psnr:28.6545psnr:28.9326 |ssim:0.9691psnr:28.6420 |ssim:0.8919
step :175000 |ssim:0.9305| psnr:28.7873psnr:28.8156 |ssim:0.9674psnr:28.5329 |ssim:0.8885
step :180000 |ssim:0.9279| psnr:28.6743psnr:28.4797 |ssim:0.9668psnr:28.5960 |ssim:0.8910
step :185000 |ssim:0.9289| psnr:28.5378psnr:28.8925 |ssim:0.9688psnr:28.6915 |ssim:0.8919
step :190000 |ssim:0.9303| psnr:28.7920psnr:28.7090 |ssim:0.9678psnr:28.6492 |ssim:0.8908
step :195000 |ssim:0.9293| psnr:28.6791psnr:28.7880 |ssim:0.9684psnr:28.7956 |ssim:0.8924
step :200000 |ssim:0.9304| psnr:28.7918psnr:28.7194 |ssim:0.9678psnr:28.7544 |ssim:0.8927
step :205000 |ssim:0.9303| psnr:28.7369psnr:28.8398 |ssim:0.9683psnr:28.7360 |ssim:0.8925
step :210000 |ssim:0.9304| psnr:28.7879psnr:28.7853 |ssim:0.9687psnr:28.7425 |ssim:0.8928
step :215000 |ssim:0.9307| psnr:28.7639psnr:28.8465 |ssim:0.9687psnr:28.7201 |ssim:0.8914
step :220000 |ssim:0.9301| psnr:28.7833psnr:29.1159 |ssim:0.9701psnr:28.8222 |ssim:0.8942
step :225000 |ssim:0.9322| psnr:28.9691
 model saved at step :225000| max_psnr:28.9691|max_ssim:0.9322psnr:28.6605 |ssim:0.9684psnr:28.8011 |ssim:0.8930
step :230000 |ssim:0.9307| psnr:28.7308psnr:28.6601 |ssim:0.9679psnr:28.8303 |ssim:0.8948
step :235000 |ssim:0.9313| psnr:28.7452psnr:28.8459 |ssim:0.9689psnr:28.7900 |ssim:0.8926
step :240000 |ssim:0.9308| psnr:28.8180psnr:28.7075 |ssim:0.9683psnr:28.8281 |ssim:0.8954
step :245000 |ssim:0.9318| psnr:28.7678psnr:29.0202 |ssim:0.9700psnr:28.8457 |ssim:0.8955
step :250000 |ssim:0.9327| psnr:28.9329psnr:28.8767 |ssim:0.9691psnr:28.8234 |ssim:0.8936
step :255000 |ssim:0.9314| psnr:28.8501psnr:29.0641 |ssim:0.9701psnr:28.7878 |ssim:0.8945
step :260000 |ssim:0.9323| psnr:28.9260psnr:28.8792 |ssim:0.9688psnr:28.7825 |ssim:0.8942
step :265000 |ssim:0.9315| psnr:28.8308psnr:28.7487 |ssim:0.9685psnr:28.7064 |ssim:0.8940
step :270000 |ssim:0.9312| psnr:28.7276psnr:28.9806 |ssim:0.9696psnr:28.7970 |ssim:0.8957
step :275000 |ssim:0.9327| psnr:28.8888psnr:28.8538 |ssim:0.9689psnr:28.7920 |ssim:0.8944
step :280000 |ssim:0.9317| psnr:28.8229psnr:28.8572 |ssim:0.9685psnr:28.7780 |ssim:0.8942
step :285000 |ssim:0.9313| psnr:28.8176psnr:28.9921 |ssim:0.9696psnr:28.8749 |ssim:0.8966
step :290000 |ssim:0.9331| psnr:28.9335psnr:28.9238 |ssim:0.9693psnr:28.8596 |ssim:0.8965
step :295000 |ssim:0.9329| psnr:28.8917psnr:28.8181 |ssim:0.9686psnr:28.8223 |ssim:0.8963
step :300000 |ssim:0.9325| psnr:28.8202psnr:29.0066 |ssim:0.9697psnr:28.8767 |ssim:0.8966
step :305000 |ssim:0.9331| psnr:28.9416psnr:28.9975 |ssim:0.9697psnr:28.8890 |ssim:0.8970
step :310000 |ssim:0.9334| psnr:28.9432psnr:28.7798 |ssim:0.9688psnr:28.9120 |ssim:0.8968
step :315000 |ssim:0.9328| psnr:28.8459psnr:28.9093 |ssim:0.9696psnr:28.7744 |ssim:0.8956
step :320000 |ssim:0.9326| psnr:28.8418psnr:28.8766 |ssim:0.9691psnr:28.8484 |ssim:0.8962
step :325000 |ssim:0.9327| psnr:28.8625psnr:28.9270 |ssim:0.9696psnr:28.8777 |ssim:0.8970
step :330000 |ssim:0.9333| psnr:28.9023psnr:28.8441 |ssim:0.9689psnr:28.9135 |ssim:0.8977
step :335000 |ssim:0.9333| psnr:28.8788psnr:28.9581 |ssim:0.9696psnr:28.9094 |ssim:0.8974
step :340000 |ssim:0.9335| psnr:28.9337psnr:28.9014 |ssim:0.9691psnr:28.8804 |ssim:0.8971
step :345000 |ssim:0.9331| psnr:28.8909psnr:28.8736 |ssim:0.9693psnr:28.8664 |ssim:0.8973
step :350000 |ssim:0.9333| psnr:28.8700psnr:28.9888 |ssim:0.9699psnr:28.8859 |ssim:0.8975
step :355000 |ssim:0.9337| psnr:28.9374psnr:29.0225 |ssim:0.9701psnr:28.9029 |ssim:0.8975
step :360000 |ssim:0.9338| psnr:28.9627psnr:28.9627 |ssim:0.9698psnr:28.8939 |ssim:0.8977
step :365000 |ssim:0.9338| psnr:28.9283psnr:28.9497 |ssim:0.9695psnr:28.8892 |ssim:0.8974
step :370000 |ssim:0.9334| psnr:28.9194psnr:28.9870 |ssim:0.9698psnr:28.9120 |ssim:0.8980
step :375000 |ssim:0.9339| psnr:28.9495psnr:28.9306 |ssim:0.9697psnr:28.9104 |ssim:0.8980
step :380000 |ssim:0.9338| psnr:28.9205psnr:28.9594 |ssim:0.9698psnr:28.8743 |ssim:0.8979
step :385000 |ssim:0.9339| psnr:28.9168psnr:28.9879 |ssim:0.9698psnr:28.8906 |ssim:0.8981
step :390000 |ssim:0.9339| psnr:28.9392psnr:28.9957 |ssim:0.9698psnr:28.8680 |ssim:0.8976
step :395000 |ssim:0.9337| psnr:28.9319psnr:28.9883 |ssim:0.9699psnr:28.8718 |ssim:0.8978
step :400000 |ssim:0.9339| psnr:28.9300psnr:29.0321 |ssim:0.9699psnr:28.8833 |ssim:0.8979
step :405000 |ssim:0.9339| psnr:28.9577psnr:28.9940 |ssim:0.9698psnr:28.8662 |ssim:0.8979
step :410000 |ssim:0.9338| psnr:28.9301psnr:28.9912 |ssim:0.9698psnr:28.8492 |ssim:0.8977
step :415000 |ssim:0.9338| psnr:28.9202psnr:28.9938 |ssim:0.9699psnr:28.8721 |ssim:0.8980
step :420000 |ssim:0.9339| psnr:28.9329psnr:28.9878 |ssim:0.9697psnr:28.8731 |ssim:0.8979
step :425000 |ssim:0.9338| psnr:28.9304psnr:28.9893 |ssim:0.9698psnr:28.8680 |ssim:0.8979
step :430000 |ssim:0.9338| psnr:28.9287psnr:28.9956 |ssim:0.9698psnr:28.8775 |ssim:0.8979
step :435000 |ssim:0.9339| psnr:28.9366psnr:28.9864 |ssim:0.9698psnr:28.8764 |ssim:0.8978
step :440000 |ssim:0.9338| psnr:28.9314psnr:28.9922 |ssim:0.9698psnr:28.8745 |ssim:0.8979
step :445000 |ssim:0.9339| psnr:28.9334psnr:29.0047 |ssim:0.9698psnr:28.8820 |ssim:0.8980
step :450000 |ssim:0.9339| psnr:28.9433psnr:29.0001 |ssim:0.9699psnr:28.8675 |ssim:0.8978
step :455000 |ssim:0.9338| psnr:28.9338psnr:28.9840 |ssim:0.9698psnr:28.8710 |ssim:0.8980
step :460000 |ssim:0.9339| psnr:28.9275psnr:28.9859 |ssim:0.9698psnr:28.8691 |ssim:0.8979
step :465000 |ssim:0.9339| psnr:28.9275psnr:28.9828 |ssim:0.9698psnr:28.8695 |ssim:0.8979
step :470000 |ssim:0.9338| psnr:28.9262psnr:28.9875 |ssim:0.9698psnr:28.8675 |ssim:0.8979
step :475000 |ssim:0.9339| psnr:28.9275psnr:28.9835 |ssim:0.9698psnr:28.8642 |ssim:0.8978
step :480000 |ssim:0.9338| psnr:28.9239psnr:28.9894 |ssim:0.9698psnr:28.8712 |ssim:0.8979
step :485000 |ssim:0.9339| psnr:28.9303psnr:28.9904 |ssim:0.9698psnr:28.8721 |ssim:0.8980
step :490000 |ssim:0.9339| psnr:28.9312psnr:28.9877 |ssim:0.9698psnr:28.8698 |ssim:0.8979
step :495000 |ssim:0.9339| psnr:28.9288psnr:28.9890 |ssim:0.9698psnr:28.8701 |ssim:0.8979
step :500000 |ssim:0.9339| psnr:28.92952023-02-26 00:34:052023-02-26 09:42:56
psnr:28.2011 |ssim:0.9530psnr:26.9610 |ssim:0.8601psnr:28.0643 |ssim:0.8638
step :5000 |ssim:0.8923| psnr:27.7422
 model saved at step :5000| max_psnr:27.7422|max_ssim:0.8923psnr:27.8094 |ssim:0.9545psnr:27.5665 |ssim:0.8693psnr:29.1631 |ssim:0.8820
step :10000 |ssim:0.9019| psnr:28.1797
 model saved at step :10000| max_psnr:28.1797|max_ssim:0.9019psnr:28.8881 |ssim:0.9663psnr:27.8139 |ssim:0.8780psnr:30.3479 |ssim:0.9066
step :15000 |ssim:0.9170| psnr:29.0166
 model saved at step :15000| max_psnr:29.0166|max_ssim:0.9170psnr:28.9300 |ssim:0.9660psnr:27.4916 |ssim:0.8707psnr:30.1230 |ssim:0.9004
step :20000 |ssim:0.9124| psnr:28.8482psnr:28.6777 |ssim:0.9662psnr:27.8417 |ssim:0.8793psnr:30.4077 |ssim:0.9142
step :25000 |ssim:0.9199| psnr:28.9757psnr:28.7861 |ssim:0.9658psnr:27.7188 |ssim:0.8746psnr:30.2943 |ssim:0.9091
step :30000 |ssim:0.9165| psnr:28.9331psnr:28.4924 |ssim:0.9649psnr:27.5244 |ssim:0.8724psnr:30.0961 |ssim:0.9011
step :35000 |ssim:0.9128| psnr:28.7043psnr:28.4632 |ssim:0.9646psnr:27.7492 |ssim:0.8736psnr:30.6054 |ssim:0.9115
step :40000 |ssim:0.9166| psnr:28.9393psnr:29.2883 |ssim:0.9692psnr:27.5577 |ssim:0.8705psnr:30.3448 |ssim:0.9125
step :45000 |ssim:0.9174| psnr:29.0636
 model saved at step :45000| max_psnr:29.0636|max_ssim:0.9174psnr:28.9196 |ssim:0.9678psnr:27.6656 |ssim:0.8751psnr:31.0366 |ssim:0.9173
step :50000 |ssim:0.9201| psnr:29.2073
 model saved at step :50000| max_psnr:29.2073|max_ssim:0.9201psnr:nan |ssim:nanpsnr:nan |ssim:nanpsnr:nan |ssim:nan
step :55000 |ssim:nan| psnr:nanpsnr:nan |ssim:nanpsnr:nan |ssim:nanpsnr:nan |ssim:nan
step :60000 |ssim:nan| psnr:nanpsnr:nan |ssim:nanpsnr:nan |ssim:nanpsnr:nan |ssim:nan
step :65000 |ssim:nan| psnr:nan2023-02-27 09:49:25
psnr:29.1403 |ssim:0.9689psnr:27.5968 |ssim:0.8759psnr:30.6456 |ssim:0.9148
step :55000 |ssim:0.9199| psnr:29.1276psnr:28.9958 |ssim:0.9693psnr:27.6091 |ssim:0.8734psnr:30.7315 |ssim:0.9135
step :60000 |ssim:0.9187| psnr:29.1121psnr:28.9528 |ssim:0.9669psnr:27.5426 |ssim:0.8749psnr:30.9481 |ssim:0.9185
step :65000 |ssim:0.9201| psnr:29.1479psnr:28.8643 |ssim:0.9667psnr:27.5633 |ssim:0.8681psnr:30.6575 |ssim:0.9044
step :70000 |ssim:0.9131| psnr:29.0284psnr:29.4569 |ssim:0.9698psnr:27.6098 |ssim:0.8740psnr:31.0916 |ssim:0.9166
step :75000 |ssim:0.9201| psnr:29.3861
 model saved at step :75000| max_psnr:29.3861|max_ssim:0.9201psnr:nan |ssim:nanpsnr:nan |ssim:nanpsnr:nan |ssim:nan
step :80000 |ssim:nan| psnr:nanpsnr:nan |ssim:nanpsnr:nan |ssim:nanpsnr:nan |ssim:nan
step :85000 |ssim:nan| psnr:nan2023-02-27 22:23:55
psnr:29.1285 |ssim:0.9685psnr:27.5372 |ssim:0.8715psnr:31.1531 |ssim:0.9139
step :80000 |ssim:0.9180| psnr:29.2729psnr:28.1005 |ssim:0.9627psnr:27.5819 |ssim:0.8749psnr:31.0836 |ssim:0.9152
step :85000 |ssim:0.9176| psnr:28.9220psnr:29.1209 |ssim:0.9682psnr:27.5923 |ssim:0.8749psnr:31.4059 |ssim:0.9224
step :90000 |ssim:0.9218| psnr:29.3731psnr:29.2044 |ssim:0.9687psnr:27.4362 |ssim:0.8695psnr:31.2611 |ssim:0.9140
step :95000 |ssim:0.9174| psnr:29.3006psnr:29.1142 |ssim:0.9682psnr:27.5060 |ssim:0.8730psnr:30.9512 |ssim:0.9088
step :100000 |ssim:0.9167| psnr:29.1904psnr:27.7818 |ssim:0.9538psnr:27.4347 |ssim:0.8707psnr:31.4585 |ssim:0.9199
step :105000 |ssim:0.9148| psnr:28.8917psnr:28.8249 |ssim:0.9665psnr:27.4291 |ssim:0.8720psnr:31.7372 |ssim:0.9246
